model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_learning_rate,param_loss,param_n_estimators
adaboost,0.7069626677653469,0.7000913856721289,0.29418784256990776,0.295146901208158,0.42943437998141715,0.4282582763816207,0.7081245986724625,0.7010778115966245,0.1,linear,50
