model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_alpha,param_fit_intercept,param_max_iter,param_random_state,param_solver,param_tol
ridge,0.6125511907615884,0.5897177487490762,0.387448787689209,0.4102822542190552,0.45721501111984253,0.46470341086387634,0.612551212310791,0.5897177457809448,0.1,True,1000,42,auto,0.001
