model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,param_subsample
gradient_boosting,0.7448399010667877,0.708990050976452,0.2561619044740531,0.28638951899485504,0.3644179010341943,0.37871316094285534,0.7448408001311765,0.7090319979234558,friedman_mse,0.1,squared_error,3,auto,1,2,100,42,0.8
