model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_C,param_epsilon,param_gamma,param_kernel,param_max_iter,param_tol
svr,-0.04578816076659664,-0.4862194538596609,1.0457881265561761,1.4862194262381887,0.8468542904733769,0.9318220754043958,0.5416641043465269,-0.01095700387421572,1.0,0.1,scale,rbf,1000,0.001
