model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_tree_method,param_subsample,param_objective,param_nthread,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_enable_categorical,param_colsample_bytree
xgboost,0.8422242810706965,0.8006214132852048,0.15839517,0.196213,0.27767935,0.2997436,0.8422242999076843,0.8006224036216736,hist,0.8,reg:squarederror,-1,100,1,5,0.1,False,0.8
