model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_tree_method,param_subsample,param_objective,param_nthread,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_enable_categorical,param_colsample_bytree
xgboost,0.9302327802037407,0.9153507791078854,0.07004113495349884,0.083305224776268,0.187639057636261,0.20096999406814575,0.9302327632904053,0.9153509140014648,hist,0.8,reg:squarederror,-1,100,1,5,0.1,False,0.8
