model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_tree_method,param_subsample,param_objective,param_nthread,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_enable_categorical,param_colsample_bytree
xgboost,0.8439665922271006,0.8055084539545084,0.15664601,0.19140355,0.27692595,0.2977591,0.8439667224884033,0.8055084943771362,hist,0.8,reg:squarederror,-1,100,1,5,0.1,False,0.8
