model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_weights,param_p,param_n_neighbors,param_n_jobs,param_metric,param_leaf_size,param_algorithm
knn,0.796898126785989,0.6932344971392048,0.20310185849666595,0.30676546692848206,0.30723533034324646,0.37523841857910156,0.7970029711723328,0.6932582855224609,uniform,2,5,-1,minkowski,30,auto
