model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_copy_X,param_fit_intercept,param_n_jobs,param_normalize,param_positive
linear,0.5127787970023099,0.4940185566175074,0.4872211813926697,0.5059814453125,0.521163821220398,0.5296258330345154,0.5127788186073303,0.4940185546875,True,True,-1,True,False
