model,train_r2,test_r2,train_mse,test_mse,train_mae,test_mae,train_explained_variance,test_explained_variance,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,param_subsample
gradient_boosting,0.7448378608014887,0.547795912792463,0.25516213085150147,0.45220407880329855,0.36371004976576804,0.5126305774042973,0.7448387664145987,0.5991777901815176,friedman_mse,0.1,squared_error,3,auto,1,2,100,42,0.8
